日付,2021_5_30__23_34_56
3.446526,-0.2229835, 433.9882, 108.8887
3.452878,-2.256755, 435.8425, 109.7877
3.460238,-4.519224, 438.1169, 110.7645
3.465542,-9.632215, 441.7624, 112.5957
3.472931,-12.6507, 442.9815, 113.262
3.479724,-16.08142, 443.278, 113.9905
3.48638,-19.47631, 442.8721, 114.8339
3.493359,-19.47631, 442.8721, 114.8339
3.498654,-23.10397, 442.4308, 115.8144
3.506224,-26.43059, 441.4036, 116.9655
3.513739,-30.00717, 440.3015, 117.8651
3.519945,-30.00717, 440.3015, 117.8651
3.526983,-33.3182, 438.756, 118.7083
3.532637,-36.5593, 437.2888, 119.1131
3.540488,-40.13207, 435.8219, 119.3614
3.547565,-43.4469, 434.0867, 119.695
3.552958,-43.4469, 434.0867, 119.695
3.560028,-46.45289, 433.3923, 120.3058
3.564288,-49.44619, 432.4785, 120.5949
3.569258,-52.28152, 432.1866, 120.7173
3.573493,-55.03098, 432.3985, 120.7564
3.578305,-58.33948, 432.129, 120.1514
3.583407,-62.35402, 432.2902, 120.0949
3.588067,-62.35402, 432.2902, 120.0949
3.592797,-66.52365, 432.3042, 120.8168
3.597294,-70.42117, 432.0111, 122.1735
3.602561,-74.29565, 431.8273, 123.5701
3.607019,-74.29565, 431.8273, 123.5701
3.612241,-77.96447, 431.5735, 124.8222
3.617431,-81.26903, 431.2996, 126.3636
3.622849,-84.46852, 431.2715, 127.7295
3.627301,-84.46852, 431.2715, 127.7295
3.631979,-87.22408, 431.5027, 128.9522
3.637424,-89.68443, 431.8453, 130.021
3.641876,-91.90055, 432.0931, 130.409
3.646738,-93.81869, 432.1515, 130.2554
3.651906,-95.33261, 432.0348, 129.5103
3.659414,-96.2498, 431.5471, 128.4724
3.666655,-96.2498, 431.5471, 128.4724
3.671339,-96.62475, 431.1848, 127.773
3.675596,-96.35458, 430.7113, 127.2473
3.680519,-95.88856, 430.1022, 126.8889
3.685286,-95.46986, 429.1075, 126.1542
3.690151,-95.46986, 429.1075, 126.1542
3.694407,-94.65399, 427.9464, 125.2307
3.698833,-93.46617, 426.5847, 124.0573
3.703797,-91.62207, 425.0175, 122.7173
3.708671,-89.38258, 423.6784, 121.5858
3.713791,-89.38258, 423.6784, 121.5858
3.718593,-86.47459, 422.8329, 120.541
3.723394,-83.27072, 422.2483, 119.3877
3.727686,-79.98532, 421.763, 118.2619
3.731858,-76.43416, 421.288, 116.848
3.737062,-76.43416, 421.288, 116.848
3.74122,-72.71524, 421.3499, 115.4039
3.74603,-68.68483, 421.4243, 113.622
3.751159,-64.69823, 421.4515, 111.5054
3.756232,-64.69823, 421.4515, 111.5054
3.760777,-60.71022, 421.2284, 109.4873
3.764954,-56.51682, 420.5257, 107.6631
3.770543,-51.9426, 418.8178, 105.6539
3.774724,-51.9426, 418.8178, 105.6539
3.779416,-47.1485, 417.8588, 103.7467
3.784082,-41.89054, 416.134, 101.0898
3.788841,-36.49216, 414.7941, 98.37474
3.792958,-31.81469, 413.6305, 96.09026
3.797253,-27.32936, 413.0863, 94.37584
3.802716,-22.9081, 412.7013, 92.70402
3.806725,-18.27978, 412.9119, 91.08338
3.811616,-13.32132, 412.869, 89.65157
3.816287,-13.32132, 412.869, 89.65157
3.821266,-8.377328, 412.94, 88.40011
3.825984,-3.314649, 412.6858, 86.82803
3.830229,-3.314649, 412.6858, 86.82803
3.835341,1.72081, 411.6112, 84.84245
3.839769,6.581136, 408.9267, 82.61026
3.844521,11.25626, 406.238, 80.95551
3.848765,15.59482, 404.3423, 80.28767
3.853311,19.59366, 403.6843, 80.98291
3.85833,19.59366, 403.6843, 80.98291
3.862715,23.38752, 403.2878, 81.79502
3.868042,27.0097, 403.9075, 82.20659
3.872362,37.26329, 409.3489, 82.20126
3.876508,37.26329, 409.3489, 82.20126
3.88149,40.41907, 411.3261, 80.70394
3.885897,43.6833, 413.0052, 79.65488
3.89086,43.6833, 413.0052, 79.65488
3.895024,46.29684, 413.8694, 78.41579
3.900115,48.84303, 414.9794, 78.04841
3.904222,51.39146, 416.0728, 77.79279
3.911563,53.48357, 416.4002, 77.6425
3.916927,53.48357, 416.4002, 77.6425
3.921415,55.41734, 416.9434, 78.68988
3.926454,57.35455, 417.5862, 79.742
3.930893,57.35455, 417.5862, 79.742
3.936625,59.15786, 417.7874, 81.20454
3.941049,61.00406, 417.7091, 82.48524
3.945869,62.94098, 417.8699, 84.00321
3.95067,64.86186, 417.7487, 85.39442
3.95606,64.86186, 417.7487, 85.39442
3.960451,66.98504, 418.0284, 86.8091
3.964554,69.17673, 418.2081, 88.22899
3.970059,71.26718, 418.5693, 89.91738
3.974036,73.60303, 418.9212, 91.60773
3.979072,73.60303, 418.9212, 91.60773
3.983923,75.86581, 419.1566, 93.11332
3.988408,77.85363, 419.5388, 95.02547
3.9925,79.95732, 419.5878, 96.57227
3.997022,82.17982, 419.3217, 97.5938
4.002314,82.17982, 419.3217, 97.5938
4.006443,84.5689, 419.3954, 98.91359
4.011348,86.92233, 418.9285, 99.75027
4.01535,89.21267, 418.6515, 100.7809
4.020361,91.48106, 418.2957, 101.7262
4.025246,93.75085, 417.8314, 102.4638
4.029593,93.75085, 417.8314, 102.4638
4.034802,95.91604, 417.8376, 103.5287
4.039123,98.07203, 417.8514, 104.3143
4.043076,99.8559, 418.0894, 104.6436
4.04786,99.8559, 418.0894, 104.6436
4.052255,101.5547, 418.6299, 105.0657
4.057295,103.1447, 419.2474, 105.3338
4.061535,104.8801, 420.3558, 105.6712
4.06685,106.4574, 421.3548, 105.7509
4.071029,106.4574, 421.3548, 105.7509
4.075771,107.9839, 422.7639, 105.8129
4.080657,109.3443, 424.2575, 105.9646
4.085017,110.6244, 425.7023, 106.1188
4.090052,110.6244, 425.7023, 106.1188
4.094006,112.1021, 427.4521, 106.4052
4.098653,113.7105, 429.0686, 106.5354
4.10352,115.3016, 430.8239, 106.7276
4.108136,116.9587, 432.4676, 107.0552
4.112878,116.9587, 432.4676, 107.0552
4.117554,118.3583, 433.9577, 107.2559
4.121996,119.7406, 434.9192, 107.437
4.138707,120.9637, 435.4404, 107.5419
4.143576,120.9637, 435.4404, 107.5419
4.148183,122.0419, 436.0905, 107.7593
4.153101,123.1152, 436.6815, 108.2564
4.158302,123.9444, 436.9547, 108.9848
4.162273,123.9444, 436.9547, 108.9848
4.167775,124.6972, 437.2101, 109.6796
4.171834,125.4243, 437.2163, 110.3504
4.176289,126.1235, 437.1236, 110.8842
4.18097,126.1235, 437.1236, 110.8842
4.185721,126.7235, 436.9584, 111.1684
4.190659,127.3473, 436.5015, 111.3244
4.195122,127.9054, 436.122, 111.5716
4.200261,128.45, 435.6593, 111.6713
4.204739,128.45, 435.6593, 111.6713
4.208762,129.1439, 435.4107, 111.5395
4.21375,129.7446, 435.1138, 111.4148
4.218128,129.7446, 435.1138, 111.4148
4.222951,130.3788, 434.8931, 111.2919
4.22717,131.083, 434.5573, 110.9791
4.231496,134.0793, 435.1154, 110.5231
4.236856,134.0793, 435.1154, 110.5231
4.24109,135.089, 435.3553, 110.2976
4.246215,136.1178, 435.6078, 110.0567
4.250573,136.1178, 435.6078, 110.0567
4.255766,137.0721, 435.8048, 109.7515
4.260142,138.1275, 436.1232, 109.5573
4.264307,139.2604, 436.7032, 109.5956
4.268933,140.3351, 437.4094, 109.6974
4.27323,141.4235, 438.1584, 109.9285
4.277889,141.4235, 438.1584, 109.9285
4.282375,142.453, 439.0926, 110.2841
4.286927,143.4617, 439.6077, 110.5624
4.291803,144.3429, 440.1623, 110.6687
4.295887,144.3429, 440.1623, 110.6687
4.301306,145.2263, 440.6113, 110.7237
4.305682,146.1059, 441.2065, 110.7507
4.309935,146.986, 441.882, 110.8943
4.314813,146.986, 441.882, 110.8943
4.319251,147.7474, 442.6942, 110.9821
4.324218,148.4469, 443.5054, 111.1068
4.328313,149.1048, 444.2725, 111.1999
4.334008,149.7055, 444.8826, 111.2445
4.337992,149.7055, 444.8826, 111.2445
4.342435,150.3275, 445.3479, 111.2239
4.347089,150.8101, 445.4363, 111.137
4.351882,151.1077, 445.42, 111.0737
4.356653,151.1077, 445.42, 111.0737
4.361988,151.3616, 445.0535, 110.9197
4.36816,151.6334, 444.4824, 110.6783
4.372427,151.7537, 443.7925, 110.4061
4.3769,151.8534, 442.7626, 109.9428
4.38154,151.8534, 442.7626, 109.9428
4.386446,152.0228, 441.7034, 109.4128
4.391147,152.2605, 440.6746, 108.8068
4.395461,152.2605, 440.6746, 108.8068
4.400734,152.414, 439.7971, 108.1711
4.404904,152.5951, 438.9748, 107.5053
4.409127,152.7567, 438.2541, 107.0063
4.414443,152.7567, 438.2541, 107.0063
4.419229,153.0131, 437.8018, 106.5957
4.423984,153.3246, 437.4999, 106.3099
4.428705,153.7312, 437.2904, 106.0586
4.43389,153.7312, 437.2904, 106.0586
4.43819,154.2905, 437.0869, 105.8136
4.442486,155.0582, 437.019, 105.6391
4.447475,155.951, 436.9573, 105.3855
4.452048,155.951, 436.9573, 105.3855
4.457384,156.9877, 437.0256, 105.1602
4.461982,158.2275, 437.4194, 105.0827
4.467352,159.3874, 437.8692, 105.0918
4.471844,160.4758, 438.3979, 105.076
4.4759,160.4758, 438.3979, 105.076
4.480906,161.3398, 438.843, 104.9693
4.485256,162.2187, 439.4086, 104.7542
4.490067,163.1795, 440.0554, 104.4427
4.49415,163.1795, 440.0554, 104.4427
4.499305,164.217, 440.8807, 104.1843
4.504951,165.4015, 441.8904, 103.895
4.5089,166.6116, 442.9834, 103.5277
4.513633,166.6116, 442.9834, 103.5277
4.51815,167.7416, 444.1506, 103.1989
4.523151,168.9892, 445.2992, 102.8368
4.527082,170.2316, 446.3945, 102.4404
4.531355,171.3931, 447.0981, 101.9166
4.536272,171.3931, 447.0981, 101.9166
4.540795,172.6531, 447.6589, 101.1308
4.545456,173.8682, 448.1623, 100.3284
4.550463,174.965, 448.6621, 99.5556
4.55531,176.0365, 449.0098, 98.69226
4.559647,176.8726, 449.2882, 97.76102
4.563606,178.268, 449.3646, 96.11523
4.568905,178.6976, 449.2778, 95.41139
4.572969,179.0745, 449.021, 94.65221
4.577852,179.4683, 448.9049, 93.96028
4.581967,179.4683, 448.9049, 93.96028
4.586458,179.8167, 448.829, 93.25599
4.591105,180.1004, 448.7356, 92.77627
4.595491,180.4373, 448.8045, 92.26913
4.600818,180.4373, 448.8045, 92.26913
4.605129,180.7137, 448.7252, 91.83189
4.609522,180.9231, 448.52, 91.41208
4.614294,181.0462, 448.3597, 90.94417
4.61903,181.0462, 448.3597, 90.94417
4.623634,181.1131, 448.0566, 90.59454
4.628096,181.1103, 447.7083, 90.36802
4.63224,181.0321, 447.3921, 90.09023
4.637436,181.0397, 446.9955, 89.72928
4.641508,180.9487, 446.5442, 89.31335
4.646433,180.9487, 446.5442, 89.31335
4.65128,180.7995, 446.0034, 88.96049
4.656202,180.5585, 445.5497, 88.66177
4.660398,180.456, 444.9799, 88.30435
4.664701,180.456, 444.9799, 88.30435
4.670043,180.2412, 444.3968, 87.91549
4.674183,180.0265, 443.8398, 87.51041
4.679013,179.7962, 443.281, 87.1137
4.683672,179.7962, 443.281, 87.1137
4.688817,179.4582, 442.616, 86.69748
4.69301,179.0539, 441.873, 86.13424
4.697496,178.6243, 441.2537, 85.50729
4.702512,178.1982, 440.7166, 84.89595
4.706867,178.1982, 440.7166, 84.89595
4.711502,177.5909, 440.0683, 84.2485
4.716352,177.0897, 439.4411, 83.59602
4.720799,176.4483, 438.9061, 82.83194
4.72643,175.9905, 438.5646, 82.16503
4.73103,175.9905, 438.5646, 82.16503
4.746726,175.5162, 438.4015, 81.4858
4.755237,175.0085, 438.1571, 80.68259
4.762502,175.0085, 438.1571, 80.68259
4.769763,174.4134, 437.8616, 79.71951
4.774891,173.82, 437.5126, 78.68578
4.783839,173.078, 436.9175, 77.53018
4.790778,172.1997, 436.2664, 76.25127
4.797445,172.1997, 436.2664, 76.25127
4.80484,171.4129, 435.4861, 74.84712
4.809878,170.3715, 434.6744, 73.21558
4.817363,169.1917, 433.5717, 71.37671
4.82466,169.1917, 433.5717, 71.37671
4.830506,168.0882, 432.57, 69.61397
4.83892,166.9937, 431.5812, 67.76435
4.844579,165.8333, 430.507, 65.76448
4.85246,165.8333, 430.507, 65.76448
4.860551,164.6971, 429.2878, 63.48309
4.86751,163.6528, 427.9179, 60.81149
4.876454,162.6402, 426.5218, 58.16557
4.886605,161.776, 425.2608, 54.91717
4.897254,161.776, 425.2608, 54.91717
4.903994,161.0006, 423.9044, 51.40239
4.909843,160.3531, 422.6154, 47.72892
4.916987,159.5904, 420.95, 44.06392
4.923707,159.5904, 420.95, 44.06392
4.928889,158.7822, 419.4759, 40.44342
4.936631,157.8935, 417.6102, 36.73886
4.942175,156.7056, 415.8036, 33.15651
4.949778,155.4661, 413.7122, 29.71022
4.956003,155.4661, 413.7122, 29.71022
4.962835,153.9492, 411.637, 26.41072
4.970376,148.7935, 406.7594, 17.90772
4.976408,148.7935, 406.7594, 17.90772
4.982884,146.797, 404.9799, 15.89072
4.988635,144.8576, 403.1968, 13.37821
4.995625,144.8576, 403.1968, 13.37821
5.003732,142.8059, 401.5402, 11.02365
5.008926,141.2901, 400.1765, 8.613839
5.016078,139.5905, 398.4491, 6.060164
5.022347,139.5905, 398.4491, 6.060164
5.029601,138.5238, 397.8112, 3.395082
5.037329,138.0767, 397.5631, 0.4314507
5.042996,137.9545, 398.0475, -2.848573
5.050679,138.0669, 399.1961, -5.972373
5.057864,138.2381, 401.0948, -9.232713
5.063511,138.2381, 401.0948, -9.232713
5.070406,138.2596, 402.9071, -12.32297
5.075773,138.3851, 405.6636, -15.32084
5.082956,138.3248, 408.1566, -18.09965
5.088579,138.3248, 408.1566, -18.09965
5.094859,138.4255, 411.0257, -20.80251
5.102,138.8009, 414.0307, -23.45471
5.107809,138.9443, 416.607, -26.00333
5.114194,138.8118, 418.5132, -28.54871
5.120464,138.8118, 418.5132, -28.54871
5.128489,138.7288, 420.2433, -30.9367
5.136334,138.2654, 421.2925, -33.38211
5.142632,137.9728, 422.0071, -35.36658
5.15025,137.7487, 422.7123, -37.29002
5.155632,137.7487, 422.7123, -37.29002
5.162346,137.3749, 422.809, -38.78801
5.170464,137.2534, 423.3904, -40.04451
5.175967,137.2534, 423.3904, -40.04451
5.182751,137.1444, 423.9722, -41.44753
5.189761,137.0613, 424.2871, -42.94633
5.196945,136.7843, 424.761, -44.4823
5.204327,136.635, 425.3502, -45.78416
5.209492,136.5904, 426.0641, -46.93088
5.216548,136.5904, 426.0641, -46.93088
5.22225,136.6939, 426.8799, -48.09168
5.229639,136.9033, 427.7615, -49.16833
5.236444,136.9033, 427.7615, -49.16833
5.241922,137.1276, 428.43, -50.2073
5.249763,137.4555, 429.1499, -50.95338
5.255702,137.8081, 429.6648, -51.85529
5.27534,137.8081, 429.6648, -51.85529
5.283722,138.1263, 430.0858, -52.65631
5.290573,138.5245, 430.4107, -53.35043
5.295902,138.9382, 430.7531, -53.93549
5.304017,138.9382, 430.7531, -53.93549
5.310132,139.2851, 431.1002, -54.56733
5.317649,139.6862, 431.3796, -55.12926
5.324016,140.1039, 431.7025, -55.65498
5.328896,140.6046, 432.1457, -56.18844
5.336779,140.6046, 432.1457, -56.18844
5.34328,141.2991, 432.5701, -56.63086
5.350583,142.0775, 433.2343, -57.0427
5.357268,143.0126, 434.094, -57.57572
5.365474,143.0126, 434.094, -57.57572
5.374239,143.943, 434.7074, -58.26692
5.381778,145.0786, 435.3187, -59.20599
5.388212,146.3228, 435.8148, -60.12441
5.395294,147.5457, 435.9951, -61.11708
5.402329,148.8186, 436.1015, -62.0133
5.407823,148.8186, 436.1015, -62.0133
5.418389,150.0513, 436.1753, -62.86184
5.425093,154.0281, 435.2839, -65.1532
5.431476,154.0281, 435.2839, -65.1532
5.438758,155.3212, 434.7729, -65.97368
5.444417,156.5472, 434.0079, -66.70686
5.451587,157.8628, 433.3344, -67.45925
5.459736,157.8628, 433.3344, -67.45925
5.468116,159.2035, 432.878, -68.02892
5.475226,160.5569, 432.4036, -68.58525
5.482416,161.9733, 431.5836, -68.91064
5.489334,163.3062, 430.7031, -69.12358
5.495824,163.3062, 430.7031, -69.12358
5.502868,164.5224, 429.7742, -69.30579
5.50848,165.7229, 428.8355, -69.69363
5.514907,166.8968, 427.8473, -69.92955
5.520374,167.9796, 426.8767, -70.23266
5.527525,169.1857, 426.1366, -70.52179
5.533838,169.1857, 426.1366, -70.52179
5.540591,170.4483, 425.6122, -70.80666
5.547421,171.7189, 425.2985, -71.1085
5.553435,172.9185, 424.8551, -71.28546
5.560536,172.9185, 424.8551, -71.28546
5.566305,174.0645, 424.5456, -71.61268
5.573051,175.4703, 424.6978, -71.79764
5.579538,176.7918, 424.7982, -72.07816
5.585992,178.2188, 424.8372, -72.3441
5.593668,178.2188, 424.8372, -72.3441
5.59928,179.6519, 425.3781, -72.59932
5.606405,181.0059, 426.0842, -72.77065
5.613552,182.3785, 426.8717, -73.10823
5.620158,182.3785, 426.8717, -73.10823
5.627054,183.7865, 427.8265, -73.73877
5.631999,185.0036, 428.4626, -74.4166
5.639471,185.0036, 428.4626, -74.4166
5.646532,186.8395, 429.376, -75.54881
5.652858,186.8395, 429.376, -75.54881
5.65921,187.7336, 429.7122, -76.17091
5.665034,188.3858, 429.9816, -76.75957
5.672435,189.0849, 430.2426, -77.33352
5.677838,189.6216, 430.6064, -77.63908
5.684847,189.6216, 430.6064, -77.63908
5.691788,190.1059, 431.0322, -77.85427
5.697945,190.381, 431.4547, -78.13448
5.705096,190.6592, 431.9959, -78.38084
5.710494,190.6592, 431.9959, -78.38084
5.717783,190.8801, 432.7019, -78.65921
5.725364,191.0161, 433.4246, -79.01962
5.730731,191.0899, 434.0854, -79.44574
5.737471,191.0899, 434.0854, -79.44574
5.743082,190.988, 434.7358, -79.9416
5.750331,190.6961, 435.4568, -80.39326
5.757246,189.9373, 435.6184, -80.82632
5.762221,188.8961, 435.5933, -81.208
5.769567,188.8961, 435.5933, -81.208
5.77583,187.4651, 435.3418, -81.53605
5.783362,185.8171, 434.9423, -82.08789
5.788471,183.7975, 434.2823, -82.37728
5.795567,181.5563, 433.5858, -82.68311
5.804237,181.5563, 433.5858, -82.68311
5.809949,179.0459, 432.7957, -82.89516
5.8164,176.1688, 431.8706, -83.05189
5.823341,173.2028, 430.7765, -83.21587
5.830462,169.9759, 429.3492, -83.21861
5.838663,169.9759, 429.3492, -83.21861
5.844502,159.5206, 425.4675, -83.34164
5.851149,159.5206, 425.4675, -83.34164
5.857835,155.4733, 423.6848, -82.98512
5.863639,151.1767, 422.1071, -82.24918
5.870811,146.933, 420.2514, -81.84578
5.875912,146.933, 420.2514, -81.84578
5.884744,142.6425, 418.9962, -81.14053
5.892163,138.3686, 418.1784, -80.82328
5.897958,134.321, 417.6751, -80.60015
5.905612,130.3085, 417.7749, -80.25387
5.910552,130.3085, 417.7749, -80.25387
5.918953,125.9583, 417.3061, -79.25744
5.926812,121.4435, 417.5669, -78.47102
5.933001,117.0924, 417.9486, -77.70236
5.939906,117.0924, 417.9486, -77.70236
5.947226,112.7961, 419.0149, -76.86339
5.952803,108.3503, 419.7376, -76.39124
5.960004,108.3503, 419.7376, -76.39124
5.977938,104.08, 420.5264, -75.92529
5.986169,99.67422, 420.5927, -74.71616
5.993397,95.52349, 421.3199, -74.07033
5.999044,91.4326, 421.7732, -73.97108
6.006513,91.4326, 421.7732, -73.97108
6.013578,87.40421, 422.1, -74.06832
6.020773,83.12901, 422.3474, -74.09402
6.027775,79.05925, 423.7296, -73.9242
6.033446,79.05925, 423.7296, -73.9242
6.040193,75.28596, 425.7028, -73.71107
6.047332,71.47293, 427.6535, -73.73981
6.05446,67.70122, 430.3806, -73.75327
6.061842,64.23427, 432.9061, -73.66348
6.068494,64.23427, 432.9061, -73.66348
6.074542,60.66038, 434.622, -73.75315
6.082945,57.35928, 436.9821, -73.38262
6.088785,53.92771, 437.9825, -73.0142
6.095615,53.92771, 437.9825, -73.0142
6.102894,50.78067, 439.5981, -72.66427
6.108541,46.93538, 440.3567, -71.96291
6.115915,43.02796, 440.331, -71.26068
6.122206,43.02796, 440.331, -71.26068
6.12841,38.9522, 440.8197, -70.59537
6.135838,35.22678, 440.4694, -69.23985
6.142959,31.55324, 440.6047, -68.28332
6.150276,28.52447, 440.4633, -67.25193
6.157444,25.41849, 441.1272, -66.39609
6.162539,25.41849, 441.1272, -66.39609
6.170022,22.21952, 441.3463, -65.56982
6.176495,18.99954, 441.8507, -64.74653
6.183791,16.14798, 441.0431, -64.34547
6.19067,13.52045, 440.9429, -64.59706
6.195914,11.11344, 440.0217, -65.46079
6.203468,11.11344, 440.0217, -65.46079
6.209592,9.065977, 439.7175, -66.02291
6.217294,6.620279, 439.8309, -67.16146
6.223341,6.620279, 439.8309, -67.16146
6.229071,4.254429, 439.7745, -67.9286
6.236954,1.874795, 440.8185, -68.40501
6.242902,-0.7292109, 442.3877, -68.63403
6.249975,-3.64187, 443.972, -68.50434
6.256422,-6.74945, 445.9279, -68.81394
6.26435,-13.65399, 450.9723, -69.60829
6.272495,-17.60958, 453.9909, -69.93176
6.279861,-17.60958, 453.9909, -69.93176
6.286298,-22.39215, 457.4246, -70.07807
6.293242,-28.33299, 460.8476, -70.67109
6.29856,-34.53676, 464.1596, -71.05173
6.306043,-34.53676, 464.1596, -71.05173
6.312818,-41.50394, 466.6096, -70.9072
6.318361,-48.1953, 468.2295, -71.42754
6.325265,-53.05931, 468.8825, -72.40752
6.331089,-56.29597, 468.129, -73.57897
6.33876,-56.29597, 468.129, -73.57897
6.343604,-58.35949, 467.5217, -73.98743
6.352028,-58.8177, 465.9886, -73.89398
6.360129,-58.8177, 465.9886, -73.89398
6.367246,-58.42767, 464.1351, -72.99162
6.374618,-57.78244, 453.4997, -68.71039
6.381248,-58.25647, 452.9098, -68.63842
6.387099,-58.87219, 453.2253, -68.91669
6.39397,-59.55408, 453.8574, -69.13596
6.400239,-60.52805, 454.4498, -69.59219
6.40738,-60.52805, 454.4498, -69.59219
6.414299,-61.75207, 454.9073, -70.1806
6.420225,-62.98719, 455.1465, -70.46233
6.428809,-64.07324, 455.1376, -70.40754
6.436633,-65.25542, 455.08, -70.32462
6.442849,-66.47733, 454.7335, -70.38851
6.450068,-66.47733, 454.7335, -70.38851
6.455903,-67.62685, 454.0935, -70.52264
6.463712,-68.68822, 453.2029, -70.45863
6.471169,-70.08914, 452.1678, -70.41467
6.476932,-70.08914, 452.1678, -70.41467
6.483663,-71.43841, 450.771, -70.06811
6.490382,-72.64725, 450.0084, -70.18253
6.497532,-73.85825, 449.0301, -70.09267
6.505566,-75.1739, 448.0798, -69.91469
6.511192,-75.1739, 448.0798, -69.91469
6.518085,-76.73556, 447.4016, -69.71947
6.525646,-78.11108, 447.2827, -69.3129
6.531669,-79.23563, 447.4574, -68.55014
6.5388,-80.35893, 447.042, -67.46826
6.543914,-80.35893, 447.042, -67.46826
6.551142,-81.32461, 446.3032, -66.35541
6.558912,-82.43016, 445.6945, -65.3029
6.564842,-83.61069, 445.7029, -64.63813
6.571832,-84.74992, 446.3992, -64.26389
6.577002,-85.93259, 447.2288, -64.1291
6.584432,-85.93259, 447.2288, -64.1291
6.591716,-87.24785, 447.9478, -64.17511
6.596988,-88.78685, 448.3048, -64.29591
6.604298,-90.52505, 449.0126, -64.4854
6.622849,-92.1554, 449.9632, -64.53998
6.630326,-92.1554, 449.9632, -64.53998
6.679071,-93.72382, 451.3408, -64.69193
6.688987,-95.19131, 452.1477, -64.71246
6.696115,-96.65304, 452.6385, -64.53984
6.703343,-97.94836, 452.8185, -64.34819
6.708372,-98.81154, 453.0894, -64.07816
6.715809,-99.70638, 453.4895, -63.69234
6.722928,-100.0738, 453.8649, -63.73492
6.730156,-100.3528, 454.4562, -63.77128
6.737799,-100.3528, 454.4562, -63.77128
6.74381,-100.6924, 455.2386, -63.95545
6.751543,-100.9485, 456.156, -64.11906
6.758571,-101.0961, 457.0832, -64.20118
6.765435,-101.2488, 458.0392, -64.34144
6.773211,-101.2488, 458.0392, -64.34144
6.78024,-101.3033, 458.9017, -64.47532
6.786568,-101.3094, 459.5394, -64.60911
6.793865,-101.1026, 460.0188, -64.70129
6.800485,-101.1026, 460.0188, -64.70129
6.807941,-100.8115, 460.1249, -64.64336
6.815145,-100.4325, 460.1796, -64.53863
6.820477,-99.97001, 460.1842, -64.20496
6.827781,-99.97001, 460.1842, -64.20496
6.834594,-99.42111, 460.2429, -63.6484
6.841805,-98.76138, 460.2312, -62.9636
6.848063,-98.05171, 460.3874, -62.23986
6.853833,-97.21912, 460.7198, -61.4992
6.861131,-97.21912, 460.7198, -61.4992
6.867607,-96.23781, 461.2923, -60.85244
6.874114,-95.095, 461.8064, -60.05848
6.88103,-94.11409, 462.4768, -59.39048
6.88774,-94.11409, 462.4768, -59.39048
6.89576,-93.09624, 463.1688, -58.99592
6.903599,-91.85931, 464.0845, -58.95596
6.908556,-90.49197, 464.4009, -59.15173
6.915559,-90.49197, 464.4009, -59.15173
6.922,-89.07735, 464.8364, -59.21093
6.929523,-87.92149, 465.6559, -59.65395
6.937218,-86.93597, 466.4514, -60.0178
6.942235,-86.93597, 466.4514, -60.0178
6.949541,-86.03075, 467.4113, -60.54225
6.955822,-84.85673, 468.6961, -60.72696
6.962971,-83.15891, 470.3164, -60.7054
6.969613,-80.90478, 471.4549, -60.65775
6.975748,-80.90478, 471.4549, -60.65775
6.983348,-78.44772, 472.4712, -60.46087
6.989371,-75.56028, 473.366, -60.36824
6.996103,-72.86648, 473.601, -60.01256
7.0031,-70.11753, 473.1364, -59.96445
7.008874,-67.80447, 472.0654, -60.00238
7.015467,-67.80447, 472.0654, -60.00238
7.021235,-65.69955, 470.3724, -60.18244
7.028029,-63.49221, 468.2761, -60.63564
7.035369,-61.277, 465.6725, -60.99883
7.041339,-59.42965, 462.8448, -61.28125
7.047674,-57.31067, 459.5143, -61.46206
7.053874,-57.31067, 459.5143, -61.46206
